User,Timestamp,Index,ID,Score A,Score B,Score C,Notes,Changed
christina.conrad.parry,2025-04-24T20:29:35.797Z,71,syn35562838,0,0,7,,"conditionsOfAccess,contributor,dataUseModifiers,funder,includedInDataCatalog,license,subject,citation"
christina.conrad.parry,2025-04-24T20:31:46.366Z,72,syn29784079,0,0,8,,"conditionsOfAccess,contributor,dataUseModifiers,license,subject"
christina.conrad.parry,2025-04-24T20:33:48.087Z,73,syn64954906,0,0,7,,"citation,conditionsOfAccess,contributor,funder,includedInDataCatalog,license,subject"
christina.conrad.parry,2025-04-24T20:43:32.081Z,74,syn65467790,1,1,5,,"contributor,subject,dataUseModifiers,measurementTechnique,alternateName,citation,conditionsOfAccess,dataType,individualCount,license,specimenCount"
christina.conrad.parry,2025-04-24T21:13:27.351Z,75,syn38299187,0,6,4,,"alternateName,description,diseaseFocus,funder,license,visualizeDataOn,individualCount,specimenCount"
christina.conrad.parry,2025-04-24T21:17:25.854Z,76,syn38893832,0,7,8,,"funder,includedInDataCatalog,license,subject"
christina.conrad.parry,2025-04-24T21:21:53.681Z,77,syn58895011,0,6,7,,"subject,license,yearProcessed"
christina.conrad.parry,2025-04-24T21:25:27.370Z,78,syn65468212,0,0,7,,"dataUseModifiers,subject,accessType,conditionsOfAccess,includedInDataCatalog,keywords,license,manifestation"
christina.conrad.parry,2025-04-24T21:37:16.738Z,79,syn65468144,0,0,6,,"accessType,alternateName,conditionsOfAccess,dataUseModifiers,keywords,license,measurementTechnique,specimenCount,subject"
aditya.nath,2025-04-25T22:42:43.117Z,80,syn51915059,5,7,3,,N/A
aditya.nath,2025-04-25T22:44:41.376Z,81,syn64954749,7,7,4,,N/A
aditya.nath,2025-04-25T22:46:03.561Z,82,syn64954750,6,2,6,,N/A
aditya.nath,2025-04-25T22:49:19.487Z,83,syn64954751,5,6,3,,N/A
aditya.nath,2025-04-25T22:51:13.380Z,84,syn64954752,6,6,8,,N/A
aditya.nath,2025-04-25T22:51:41.092Z,85,syn64954753,7,6,6,,N/A
aditya.nath,2025-04-25T22:52:09.780Z,86,syn64954754,5,6,9,,N/A
aditya.nath,2025-04-25T22:54:51.270Z,87,syn51930817,6,6,8,,N/A
aditya.nath,2025-04-25T22:59:30.496Z,88,syn51199006,5,4,8,,N/A
aditya.nath,2025-04-25T23:00:48.220Z,89,syn30865300,3,7,5,,N/A
allawayr,2025-04-28T19:03:26.110Z,90,syn30865196,4,7,7,,N/A
allawayr,2025-04-28T19:09:05.026Z,90,syn30865196,7,1,8,,"datePublished,measurementTechnique"
allawayr,2025-04-28T19:54:00.001Z,91,syn30865247,5,7,8,,N/A
allawayr,2025-04-28T19:57:29.639Z,92,syn64954825,4,7,6,,"accessType,datePublished"
allawayr,2025-04-28T20:07:19.926Z,93,syn65467781,4,7,6,,"accessType,dataUseModifiers,datePublished,description"
allawayr,2025-04-28T20:12:10.529Z,94,syn53604698,2,1,4,"This dataset is missing all files, and the models are either filling in very few details or hallucinating details.","conditionsOfAccess,contributor,dataUseModifiers,series"
allawayr,2025-04-28T20:13:49.817Z,95,syn64954726,4,4,6,,"conditionsOfAccess,contributor,dataUseModifiers"
allawayr,2025-04-28T20:16:09.480Z,96,syn64954727,4,4,6,dataset ctb/aut and data use modifiers seem to be hallucinated often,"conditionsOfAccess,contributor,dataUseModifiers"
allawayr,2025-04-28T20:22:47.700Z,97,syn30423895,1,4,5,"The fileview schema was invalid, so I'm guessing the LLM didn't have much info to go off of here - I had to edit a lot","keywords,series,dataType,includedInDataCatalog,individualCount,specimenCount"
allawayr,2025-04-28T20:25:08.702Z,98,syn43709762,4,4,6,,"conditionsOfAccess,contributor,creator,dataUseModifiers,keywords,yearProcessed"
allawayr,2025-04-28T20:27:29.358Z,99,syn41825491,2,2,4,,"contributor,dataUseModifiers,individualCount"
allawayr,2025-04-28T20:29:55.958Z,100,syn63540453,3,5,10,,"contributor,creator,dataUseModifiers,includedInDataCatalog,series"
avu,2025-05-05T15:58:22.875Z,50,syn64954910,4,5,6,,accessType
avu,2025-05-05T15:59:49.818Z,51,syn64954911,5,3,6,,accessType
avu,2025-05-05T23:19:20.549Z,52,syn64954912,3,6,5,,"accessType,keywords,dataUseModifiers"
avu,2025-05-05T23:22:33.974Z,53,syn64954913,0,6,5,Highest-scoring had more complete contributors and better description.,"accessType,dataUseModifiers"
avu,2025-05-05T23:28:00.240Z,54,syn65467792,4,3,6,,"accessType,contributor,keywords"
avu,2025-05-05T23:30:12.279Z,55,syn64954705,2,6,5,,accessType
avu,2025-05-05T23:32:51.341Z,56,syn51198962,2,4,5,,"accessType,creator,keywords,dataUseModifiers"
avu,2025-05-05T23:34:16.394Z,57,syn64954706,2,5,6,,"accessType,creator"
avu,2025-05-05T23:40:25.140Z,58,syn64954707,0,0,0,Exclude from analysis -- redundant with syn51198962,N/A
avu,2025-05-05T23:58:30.904Z,59,syn65467791,5,4,4,"Highest-scoring inferred one Country of Origin, though missed out on other","creator,datePublished,manifestation,dataUseModifiers,countryOfOrigin"
